,busname,bustype,depature_time,travel_time,end_time,star_rating,price,seat_available,routename,routelink,seatavilable
3405,RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,05h 30m,02:30,3.6,891.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3406,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),17:00,03h 45m,20:45,4.1,350.0,28.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,28
3407,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),18:15,04h 35m,22:50,4.5,809.0,25.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,25
3408,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:20,04h 00m,18:20,4.6,699.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3409,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),11:00,04h 30m,15:30,4.6,449.0,11.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,11
3410,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,05h 00m,04:45,4.3,509.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3411,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),12:50,04h 50m,17:40,4.7,539.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
3412,PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),11:15,04h 00m,15:15,4.4,737.0,12.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,12
3413,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,04h 55m,02:35,4.7,609.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3414,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,04h 30m,00:30,4.5,665.0,21.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,21
3415,Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),13:00,04h 30m,17:30,4.8,699.0,25.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,25
3416,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:10,04h 25m,02:35,4.8,809.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3417,PTC-SKYBUS,A/C Seater/Sleeper (2+1),20:30,04h 45m,01:15,4.3,699.0,20.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,20
3418,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,04h 50m,03:40,4.8,809.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3419,Mahalaxmi Travels,A/C Sleeper (2+1),17:00,05h 15m,22:15,4.3,899.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3420,Sethi Yatra Company,A/C Seater / Sleeper (2+1),21:05,04h 55m,02:00,4.1,627.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3421,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),22:50,06h 16m,05:06,4.3,1170.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3422,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05h 00m,04:30,4.8,619.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3423,Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:59,04h 56m,04:55,4.9,1799.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3424,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:15,04h 15m,02:30,5.0,700.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3425,Dev Express ®,A/C Sleeper (2+1),21:00,04h 55m,01:55,4.3,909.0,25.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,25
3426,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,04h 45m,03:45,4.9,709.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
3427,Vande Fly,A/C Seater / Sleeper (2+2),22:00,04h 50m,02:50,3.0,719.0,52.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,52
3428,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,05h 10m,02:40,4.7,549.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3429,Ashok Bus Service,VE A/C Sleeper (2+1),23:10,04h 20m,03:30,4.7,832.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3430,OurBus India Limited,VE A/C Sleeper (2+1),23:00,04h 35m,03:35,2.0,949.0,29.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,29
3431,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,03h 55m,02:25,4.5,689.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3432,Tiwari Tour and Travels,A/C Sleeper (2+1),23:20,05h 05m,04:25,2.0,1799.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3433,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:00,05h 15m,04:15,4.3,1170.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3434,Zingbus Plus,A/C Seater/Sleeper (2+1),22:40,04h 25m,03:05,4.8,802.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3435,OurBus India Limited,Bharat Benz A/C Sleeper (2+1),22:00,04h 35m,02:35,2.0,949.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3436,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:30,03h 50m,03:20,5.0,1299.0,28.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,28
3437,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),22:15,04h 36m,02:51,4.3,1259.0,46.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,46
3438,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,04h 15m,04:00,3.1,449.0,27.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,27
3439,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,04h 40m,03:00,3.0,629.0,25.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,25
3440,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),17:30,03h 50m,21:20,3.9,699.0,9.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,9
3441,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),23:15,04h 45m,04:00,3.2,649.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3442,VGO BUS,A/C Sleeper (2+1),22:30,05h 00m,03:30,3.9,799.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3443,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04h 00m,02:30,4.8,877.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3444,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,05h 00m,03:00,3.1,649.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3445,Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),22:00,04h 10m,02:10,3.5,689.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3446,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:40,04h 50m,22:30,1.5,720.0,27.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,27
3447,Panwar tour and Travels,A/C Seater / Sleeper (2+2),22:45,03h 00m,01:45,1.5,718.0,41.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,41
3448,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00,05h 00m,02:00,3.9,729.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3449,Goyal Travels,VE A/C Seater / Sleeper (2+1),23:25,04h 45m,04:10,3.1,600.0,28.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,28
3450,Sethi Yatra Company,A/C Seater/Sleeper (2+1),23:55,05h 05m,05:00,3.7,1044.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3451,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:45,03h 45m,02:30,3.1,550.0,21.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,21
3452,Sethi Yatra Company,A/C Seater / Sleeper (2+1),23:55,04h 20m,04:15,2.5,760.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3453,Maharaja Travels,A/C Seater / Sleeper (2+1),18:30,05h 00m,23:30,1.5,952.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3454,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,05h 25m,05:10,2.8,1539.0,42.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,42
3455,Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),19:00,05h 30m,00:30,2.5,999.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3456,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),20:00,04h 30m,00:30,2.3,1099.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3457,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),23:40,04h 50m,04:30,2.0,1199.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3458,Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),10:30,04h 00m,14:30,2.8,1100.0,22.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,22
3459,Sonu Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:50,04h 00m,02:50,2.0,1799.0,42.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,42
3460,Vaishali Express,A/C Seater / Sleeper (2+1),20:35,04h 00m,00:35,2.0,1142.86,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3461,Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),13:20,04h 40m,18:00,4.7,629.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3462,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,05h 00m,01:30,4.6,719.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
3463,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:40,04h 20m,04:00,4.6,1199.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
3464,Raj Travels Basti and Transport,A/C Seater / Sleeper (2+2),22:55,05h 10m,04:05,4.3,1199.0,48.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,48
3465,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:40,04h 20m,02:00,4.6,1179.0,27.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,27
3466,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,04h 50m,04:25,4.6,749.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3467,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,05h 00m,03:00,4.6,609.0,37.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,37
3468,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,04h 55m,02:45,4.6,579.0,37.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,37
3469,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:55,05h 00m,03:55,4.6,1362.0,46.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,46
3470,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:21,04h 38m,03:59,4.3,1259.0,43.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,43
3471,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05h 10m,03:30,4.6,5000.0,46.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,46
3472,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,4.6,569.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3473,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,04h 50m,03:30,4.6,549.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3474,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),22:40,04h 00m,02:40,4.3,1259.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3475,Laxmi holidays,VE A/C Seater / Sleeper (2+2),22:50,04h 30m,03:20,4.6,1164.0,48.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,48
3476,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,04h 00m,02:00,4.6,1196.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3477,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:55,04h 15m,03:10,4.6,1199.0,29.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,29
3478,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04h 30m,03:00,4.6,648.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3479,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:10,04h 50m,03:00,4.6,809.0,21.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,21
3480,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04h 50m,03:20,4.6,699.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3481,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:50,05h 05m,01:55,4.6,719.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
3482,IntrCity SmartBus,A/C Sleeper (2+1),21:10,05h 00m,02:10,4.6,719.0,20.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,20
3483,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,05h 20m,04:00,4.6,1519.0,41.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,41
3484,Ashok Bus Service,VE A/C Sleeper (2+1),21:45,04h 15m,02:00,4.4,2999.0,50.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,50
3485,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),23:00,04h 00m,03:00,4.4,1199.0,37.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,37
3486,BT Travels,VE A/C Seater / Sleeper (2+1),21:50,05h 10m,03:00,4.3,617.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3487,Fouji travels,A/C Seater / Sleeper (2+2),23:10,04h 25m,03:35,4.2,1199.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3488,Gola Bus Service,A/C Seater/Sleeper (2+1),22:50,05h 10m,04:00,4.1,999.0,31.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,31
3489,Yolo Bus,Bharat Benz A/C Sleeper (2+1),13:15,04h 15m,17:30,4.1,690.0,17.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,17
3490,Gola Bus Service,VE A/C Sleeper (2+1),22:30,06h 00m,04:30,4.1,1599.0,24.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,24
3491,Gola Bus Service,A/C Seater/Sleeper (2+1),23:46,04h 54m,04:40,4.1,1199.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
3492,Fouji travels,Bharat Benz A/C Seater / Sleeper (2+2),23:55,03h 05m,03:00,4.2,1099.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3493,Yolo Bus,Bharat Benz A/C Sleeper (2+1),23:00,03h 45m,02:45,4.1,850.0,19.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,19
3494,Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:30,06h 00m,03:30,4.1,1199.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3495,SHREE SHAKTI TRAVELS AND CARGO,Bharat Benz A/C Seater /Sleeper (2+1),21:30,05h 00m,02:30,4.1,601.0,19.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,19
3496,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),20:00,05h 15m,01:15,3.9,599.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3497,Sethi Yatra Company,A/C Seater / Sleeper (2+1),19:00,04h 10m,23:10,4.0,759.0,24.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,24
3498,Vijaylakshmi tour & travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,04h 40m,02:10,3.4,989.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3499,Sethi Yatra Company,A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,4.0,988.0,21.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,21
3500,Sethi Yatra Company,A/C Sleeper (2+1),21:30,04h 35m,02:05,4.0,1140.0,13.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,13
3501,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),18:30,07h 00m,01:30,4.0,1099.0,29.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,29
3502,KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 05m,05:00,4.0,1099.0,14.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,14
3503,Shakmbhari Travels,A/C Seater / Sleeper (2+1),22:30,05h 40m,04:10,4.0,1394.0,23.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,23
3504,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,05h 15m,02:15,3.9,599.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3505,Shree Raj Akanshi travels,A/C Seater / Sleeper (2+1),21:15,04h 55m,02:10,3.9,1299.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3506,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),22:00,04h 30m,02:30,3.9,799.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3507,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),22:45,04h 35m,03:20,3.9,1149.0,25.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,25
3508,Maharani Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,04h 30m,00:45,3.8,800.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3509,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),22:25,05h 05m,03:30,3.8,1098.0,28.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,28
3510,Maharani Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 30m,01:45,3.8,701.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3511,Tourist Point,A/C Seater / Sleeper (2+2),23:10,05h 50m,05:00,3.8,1099.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3512,GK Travels,A/C Sleeper (2+1),20:45,03h 00m,23:45,3.7,1329.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3513,Shree Mahaveer Travels Jaipur,A/C Sleeper (2+1),21:30,05h 00m,02:30,3.7,1399.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3514,GK Travels,A/C Seater/Sleeper (2+1),21:45,04h 15m,02:00,3.7,1139.0,30.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,30
3515,Khajuraho Travels,A/C Seater / Sleeper (2+1),22:12,04h 40m,02:52,3.6,1296.0,24.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,24
3516,Krishna Travels,A/C Seater/Sleeper (2+1),23:00,04h 45m,03:45,3.5,1199.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3517,Star City Bus,A/C Seater / Sleeper (2+2),23:30,05h 30m,05:00,3.5,2499.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3518,Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),23:09,04h 00m,03:09,4.3,1260.0,48.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,48
3519,Krishna Travels,A/C Seater / Sleeper (2+2),23:15,04h 30m,03:45,3.5,1199.0,45.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,45
3520,Krishna Travels,A/C Seater / Sleeper (2+2),23:30,04h 30m,04:00,3.5,1199.0,44.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,44
3521,Rajat Travels,A/C Seater / Sleeper (2+1),21:00,04h 15m,01:15,3.2,1112.0,38.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,38
3522,International Tourist Centre,VE A/C Seater / Sleeper (2+1),21:30,05h 00m,02:30,4.8,899.0,41.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,41
3523,Kashi Vishwanath Tours and Travels,A/C Seater / Sleeper (2+2),23:55,04h 05m,04:00,3.2,1139.0,51.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,51
3524,Maa Shakti Bhadra Travels,A/C Seater / Sleeper (2+2),23:30,05h 15m,04:45,3.1,1099.0,33.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,33
3525,Vinay Travels,VE A/C Seater / Sleeper (2+1),23:35,04h 10m,03:45,3.1,1290.0,20.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,20
3526,Goyal Travels,VE A/C Seater / Sleeper (2+1),23:20,04h 25m,03:45,3.1,1100.0,24.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,24
3527,Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),23:30,05h 00m,04:30,3.0,1099.0,18.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,18
3528,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:30,04h 30m,02:00,3.0,1399.0,21.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,21
3529,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),21:45,04h 45m,02:30,3.0,1199.0,36.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,36
3530,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,04h 15m,02:30,3.0,1199.0,21.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,21
3531,Travel Point,A/C Seater / Sleeper (2+2),22:45,05h 15m,04:00,3.0,1175.0,44.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,44
3532,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),20:50,04h 40m,01:30,3.0,1099.0,22.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,22
3533,Dhruv Travels,A/C Seater/Sleeper (2+1),23:05,04h 25m,03:30,2.9,1092.0,27.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,27
3534,KN Nehra Travels,A/C Seater / Sleeper (2+1),22:20,06h 15m,04:35,3.0,1299.0,26.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,26
3535,Dhruv Travels,VE A/C Seater / Sleeper (2+2),00:20,03h 25m,03:45,2.9,1234.0,35.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,35
3536,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:10,03h 30m,02:40,5.0,1099.0,22.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,22
3537,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),16:50,04h 40m,21:30,1.4,900.0,39.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,39
3538,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:40,05h 10m,01:50,4.6,5000.0,46.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,46
3539,Safar Express,A/C Seater / Sleeper (2+1),22:30,04h 16m,02:46,2.7,799.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3540,Safar Express,A/C Seater / Sleeper (2+1),21:05,04h 30m,01:35,2.7,799.0,34.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,34
3541,Safar Express,A/C Seater / Sleeper (2+2),22:46,04h 15m,03:01,2.7,1099.0,44.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,44
3542,Safar Express,A/C Seater / Sleeper (2+1),20:05,04h 16m,00:21,2.7,799.0,40.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,40
3543,Dev Darbar Travel Agency,A/C Sleeper (2+1),20:00,27h 50m,23:50,2.4,2699.0,37.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,37
3544,New India Travels,A/C Seater/Sleeper (2+1),23:30,03h 55m,03:25,2.6,999.0,32.0,Lucknow to Agra,https://www.redbus.in/bus-tickets/lucknow-to-agra,32
