,busname,bustype,depature_time,travel_time,end_time,star_rating,price,seat_available,routename,routelink,seatavilable
2311,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:57,07h 48m,21:45,3.8,799.0,36.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,36
2312,NS Transports,Non A/C Seater / Sleeper (2+1),23:36,06h 24m,06:00,4.2,649.0,28.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,28
2313,Suraj Holidays,VE A/C Sleeper (2+1),23:58,07h 17m,07:15,3.4,880.0,23.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,23
2314,DLT BUS,A/C Sleeper (2+1),23:59,06h 31m,06:30,4.3,899.0,16.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,16
2315,DA Transports,A/C Sleeper (2+1),23:55,06h 50m,06:45,4.0,799.0,29.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,29
2316,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,07h 45m,07:15,3.2,799.0,18.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,18
2317,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:15,06h 30m,05:45,3.6,799.0,28.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,28
2318,LEGEND HOLIDAYS,Bharat Benz A/C Semi Sleeper (2+2),22:50,07h 15m,06:05,4.7,599.0,32.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,32
2319,DA Transports,A/C Sleeper (2+1),23:50,06h 55m,06:45,3.6,799.0,29.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,29
2320,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06h 45m,06:30,3.8,850.0,38.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,38
2321,A1 Travels,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,2.8,700.0,25.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,25
2322,Suraj Holidays,VE A/C Sleeper (2+1),23:59,07h 16m,07:15,3.0,880.0,22.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,22
2323,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:50,06h 10m,06:00,2.3,799.0,27.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,27
2324,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:45,06h 45m,23:30,3.2,1700.0,28.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,28
2325,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,06h 05m,06:00,2.0,799.0,23.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,23
2326,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:16,06h 29m,05:45,2.9,699.0,31.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,31
2329,SAAM BUS,VE A/C Sleeper (2+1),23:20,06h 40m,06:00,4.1,900.0,21.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,21
2330,P K Travels,A/C Seater / Sleeper (2+1),23:50,06h 55m,06:45,4.1,850.0,40.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,40
2331,SAAM BUS,VE A/C Sleeper (2+1),23:21,06h 39m,06:00,4.1,900.0,20.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,20
2332,Skylite Travels,A/C Sleeper (2+1),00:45,06h 45m,07:30,4.0,850.0,24.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,24
2333,Skylite Travels,A/C Sleeper (2+1),00:30,07h 00m,07:30,4.0,850.0,24.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,24
2334,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,07h 20m,23:10,3.2,1000.0,24.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,24
2335,Bharathi Travels,A/C Sleeper (2+1),17:20,06h 25m,23:45,3.5,800.0,26.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,26
2336,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,07h 20m,23:10,3.0,1000.0,20.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,20
2337,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),16:30,07h 00m,23:30,2.9,1800.0,28.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,28
2338,PSK Travels,Bharat Benz A/C Sleeper (2+1),17:30,06h 00m,23:30,2.5,1290.0,13.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,13
2339,Bharathi Travels,A/C Sleeper (2+1),17:00,06h 45m,23:45,1.6,800.0,26.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,26
2340,NS Transports,Non A/C Seater / Sleeper (2+1),23:35,06h 25m,06:00,4.2,649.0,28.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,28
2341,DA Transports,A/C Sleeper (2+1),00:00,07h 45m,07:45,3.8,799.0,28.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,28
2342,DA Transports,A/C Sleeper (2+1),00:00,07h 45m,07:45,3.5,799.0,27.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,27
2343,PSK Travels,Bharat Benz A/C Sleeper (2+1),17:00,06h 30m,23:30,2.5,1290.0,13.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,13
2344,A1 Travels,A/C Seater / Sleeper (2+1),20:05,09h 25m,05:30,3.7,648.0,28.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,28
2345,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,09h 00m,06:00,3.3,555.0,20.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,20
2346,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,08h 00m,07:30,3.3,999.0,24.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,24
2347,Madhavi Travels,A/C Sleeper (2+1),22:20,08h 40m,07:00,3.1,999.0,15.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,15
2348,Galaxy Tours,A/C Semi Sleeper (2+2),21:45,08h 45m,06:30,3.6,700.0,16.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,16
2349,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,08h 45m,06:30,2.6,650.0,33.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,33
2350,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,07h 30m,05:45,2.7,740.0,21.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,21
2351,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 30m,06:00,2.8,740.0,17.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,17
2352,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08h 30m,08:00,2.9,1100.0,9.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,9
2353,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,07h 55m,06:40,1.9,1550.0,14.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,14
2354,Aadithya Travels,A/C Seater/Sleeper (2+1),23:59,09h 31m,09:30,2.1,900.0,23.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,23
2355,NS Transports,NON A/C Sleeper (2+1),21:45,08h 00m,05:45,4.2,749.0,17.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,17
2356,Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,08h 15m,05:30,4.4,1000.0,16.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,16
2357,Golden Travels,NON A/C Sleeper (2+1),21:30,07h 30m,05:00,4.3,799.0,21.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,21
2358,AdArya Travels,A/C Sleeper (2+1),21:20,08h 10m,05:30,3.7,795.0,20.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,20
2359,MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.4,700.0,21.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,21
2360,Sugama Tourist,A/C Sleeper (2+1),22:00,07h 30m,05:30,4.0,800.0,18.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,18
2361,NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),20:30,08h 50m,05:20,4.2,725.0,19.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,19
2362,Golden Travels,Volvo A/C Semi Sleeper (2+2),21:45,07h 05m,04:50,4.7,899.0,22.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,22
2363,National travels and logistics,Bharat Benz A/C Sleeper (2+1),21:45,08h 00m,05:45,4.5,750.0,21.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,21
2364,NS Transports,A/C Sleeper (2+1),21:15,08h 15m,05:30,4.6,949.0,8.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,8
2365,Golden Travels,A/C Sleeper (2+1),21:45,07h 25m,05:10,4.3,899.0,21.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,21
2366,DLT BUS,A/C Sleeper (2+1),21:00,08h 30m,05:30,4.3,800.0,16.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,16
2367,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),21:00,08h 15m,05:15,4.0,900.0,38.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,38
2368,National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,08h 15m,05:30,3.8,449.0,23.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,23
2369,Arya Travels,A/C Seater/Sleeper (2+1),21:30,09h 15m,06:45,3.6,645.0,18.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,18
2370,P K Travels,A/C Sleeper (2+1),21:00,08h 00m,05:00,3.4,999.0,23.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,23
2371,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),21:30,07h 30m,05:00,3.2,800.0,28.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,28
2372,Golden Travels,A/C Sleeper (2+1),21:15,07h 45m,05:00,3.9,899.0,24.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,24
2373,Kohinoor Travels,A/C Sleeper (2+1),22:00,08h 40m,06:40,3.9,999.0,28.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,28
2374,P K Travels,NON A/C Semi Sleeper (2+2),20:30,10h 00m,06:30,3.6,700.0,28.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,28
2375,Kalpaka Travels,A/C Sleeper (2+1),21:45,07h 15m,05:00,2.0,1000.0,18.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,18
2376,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:30,07h 30m,05:00,2.0,700.0,24.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,24
2377,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:00,08h 00m,05:00,2.0,700.0,34.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,34
2378,Kalpaka Travels,NON A/C Semi Sleeper (2+2),20:45,08h 15m,05:00,2.0,800.0,7.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,7
2379,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:15,07h 45m,05:00,2.0,700.0,28.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,28
2380,Golden Travels,NON A/C Semi Sleeper (2+2),21:15,07h 45m,05:00,2.9,799.0,18.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,18
2381,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,09h 30m,06:30,3.9,600.0,31.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,31
2382,Madhavi Travels,A/C Sleeper (2+1),19:50,08h 40m,04:30,4.1,1499.0,8.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,8
2383,BLM Transports,A/C Sleeper (2+1),20:15,08h 45m,05:00,3.6,1053.0,11.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,11
2384,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08h 30m,05:00,3.3,740.0,14.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,14
2385,A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00,09h 00m,04:00,3.4,1018.0,15.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,15
2386,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:00,09h 00m,06:00,2.4,700.0,36.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,36
2387,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),16:45,10h 55m,03:40,3.9,1149.0,17.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,17
2388,A1 Travels,A/C Seater / Sleeper (2+1),21:35,09h 25m,07:00,3.2,700.0,35.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,35
2389,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,09h 15m,05:30,3.2,740.0,33.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,33
2390,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:00,11h 00m,03:00,3.5,1600.0,23.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,23
2391,Galaxy Tours,A/C Semi Sleeper (2+2),21:00,09h 00m,06:00,2.9,800.0,14.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,14
2392,EMERALD TRAVELS,A/C Sleeper (2+1),19:30,09h 00m,04:30,3.0,1000.0,19.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,19
2393,Sheraton Tours and Travels,A/C Seater/Sleeper (2+1),22:27,03h 18m,01:45,4.3,480.0,23.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,23
2394,Greenline kerala,A/C Seater Push Back (2+2),23:50,02h 55m,02:45,3.2,500.0,31.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,31
2395,Ubc travels,A/C Semi Sleeper (2+2),22:30,02h 30m,01:00,3.7,700.0,33.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,33
2396,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:31,02h 54m,01:25,3.0,1400.0,21.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,21
2397,Adrin Travels,A/C Seater/Sleeper (2+1),23:05,02h 55m,02:00,4.0,699.0,29.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,29
2398,Sona Travels,Bharat Benz A/C Sleeper (2+1),23:20,03h 25m,02:45,3.2,800.0,22.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,22
2399,Madhavi Travels,A/C Semi Sleeper (2+2),23:20,02h 55m,02:15,4.0,599.0,28.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,28
2400,Ubc travels,A/C Seater/Sleeper (2+1),23:20,03h 40m,03:00,3.7,900.0,33.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,33
2401,Madhavi Travels,A/C Sleeper (2+1),23:20,02h 35m,01:55,4.0,899.0,19.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,19
2402,Madhavi Travels,A/C Semi Sleeper (2+2),23:20,0-20h 0-45m,03:35,4.0,599.0,31.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,31
2403,UFO Bus,A/C Sleeper (2+1),23:35,03h 10m,02:45,4.1,744.0,26.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,26
2404,Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:30,02h 50m,02:20,4.3,697.0,20.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,20
2405,Madhavi Travels,A/C Sleeper (2+1),23:30,03h 30m,03:00,4.0,799.0,24.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,24
2406,Cochin Bus,A/C Sleeper (2+1),23:40,02h 40m,02:20,4.3,900.0,11.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,11
2407,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:40,03h 05m,02:45,4.1,656.0,35.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,35
2408,Kalpaka Travels 1,A/C Sleeper (2+1),23:40,02h 50m,02:30,4.0,800.0,28.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,28
2409,PHOENIX TRAVELS,A/C Sleeper (2+1),23:40,02h 20m,02:00,3.4,599.0,20.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,20
2410,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:47,03h 53m,03:40,3.8,949.0,17.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,17
2411,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:50,0-21h 0-50m,03:00,3.0,1000.0,13.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,13
2412,SG Travels,Bharat Benz A/C Sleeper (2+1),23:50,02h 40m,02:30,4.7,799.0,23.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,23
2413,Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:55,03h 05m,03:00,4.0,600.0,36.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,36
2414,Arya Travels,A/C Sleeper (2+1),23:59,03h 16m,03:15,3.2,745.0,17.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,17
2415,Arya Travels,A/C Sleeper (2+1),23:59,03h 16m,03:15,3.2,1249.0,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,3
2416,EMERALD TRAVELS,A/C Sleeper (2+1),02:30,02h 00m,04:30,2.9,1000.0,22.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,22
2417,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,02:45,03h 15m,06:00,2.6,700.0,42.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,42
2418,Galaxy Tours,A/C Semi Sleeper (2+2),02:45,03h 15m,06:00,2.6,800.0,14.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode,14
2419,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,07h 08m,06:38,4.8,750.0,29.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,29
2420,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,05h 20m,04:50,4.0,999.0,35.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,35
2421,Madhavi Travels,A/C Sleeper (2+1),23:40,07h 00m,06:40,4.0,999.0,13.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,13
2422,A1 Travels,A/C Seater / Sleeper (2+1),20:05,06h 55m,03:00,3.5,700.0,32.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,32
2423,Madhavi Travels,A/C Sleeper (2+1),18:50,08h 10m,03:00,5.0,999.0,24.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,24
2424,Sonia Travels,A/C Seater/Sleeper (2+1),19:10,07h 19m,02:29,4.1,750.0,33.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,33
2425,A1 Travels,A/C Seater / Sleeper (2+1),23:59,07h 01m,07:00,3.5,700.0,35.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,35
2426,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:15,07h 10m,01:25,3.0,1400.0,21.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,21
2427,Ubc travels,A/C Semi Sleeper (2+2),17:30,07h 30m,01:00,3.7,700.0,33.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,33
2428,Ubc travels,A/C Seater/Sleeper (2+1),18:00,09h 00m,03:00,3.7,900.0,33.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,33
2429,EMERALD TRAVELS,A/C Sleeper (2+1),23:20,05h 10m,04:30,2.5,1000.0,19.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,19
2430,A1 Travels,A/C Seater / Sleeper (2+1),20:05,09h 25m,05:30,3.7,648.0,28.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,28
2431,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,09h 00m,06:00,3.3,555.0,20.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,20
2432,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,08h 00m,07:30,3.3,999.0,24.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,24
2433,Madhavi Travels,A/C Sleeper (2+1),22:20,08h 40m,07:00,3.1,999.0,15.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,15
2434,Galaxy Tours,A/C Semi Sleeper (2+2),21:45,08h 45m,06:30,3.6,700.0,16.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,16
2435,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,08h 45m,06:30,2.6,650.0,33.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,33
2436,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,07h 30m,05:45,2.7,740.0,21.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,21
2437,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 30m,06:00,2.8,740.0,17.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,17
2438,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08h 30m,08:00,2.9,1100.0,9.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,9
2439,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,07h 55m,06:40,1.9,1550.0,14.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,14
2440,Aadithya Travels,A/C Seater/Sleeper (2+1),23:59,09h 31m,09:30,2.1,900.0,23.0,Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,23
2441,NS Transports,NON A/C Sleeper (2+1),21:45,08h 00m,05:45,4.2,749.0,17.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore,17
